,Name,Description,Recipe,Ingredients,Nutrition Facts,Video Link
3602,Oreo Cookie Shot,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!","In a Large Shot glass, Carefully layer Coffee Liqueur, Creme De Cacao and Irish cream into a shot glass.Top with a splash of Vodka.", | 1 oz: Coffee Liqueur | 1 oz: Creme De Cacao | 1 oz: Irish Cream | .33 oz: Vodka,Calories: 297kcal | Carbohydrates: 18g | Protein: 6g | Fat: 13g | Saturated Fat: 8g | Polyunsaturated Fat: 0.4g | Monounsaturated Fat: 3g | Cholesterol: 137mg | Sodium: 78mg | Potassium: 18mg | Sugar: 16g | Vitamin A: 350IU,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3603,Obi Wan Kenobi Cocktail,Don't forget to check out the rest of our Star Wars Cocktails,Mix in a cocktail shaker with Ice and strain into your cocktail glass., | 2 oz: Blue Curacao Liqueur | 1 oz: Gin | 3 oz: Blue Raspberry Cordial,Calories: 248kcal | Carbohydrates: 26g | Sodium: 9mg | Sugar: 21g | Vitamin C: 24.8mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3604,Ours is the Fury Cocktail,Support the Baratheon with this sweet treat. Don't forget to check out our other Game of Thrones Cocktails.,"Mix the honey with water and heat until boiils. Let cool.Add the Cooled mixture into a cocktail shaker with ice.Add Gin, Lemon Juice and Orange Juice and shake and strain into your cocktail glass.", | 50 ml: Water | 50 ml: Honey | 50 ml: Gin | 30 ml: Lemon Juice | 30 ml: Orange Juice |: Ice,Calories: 273kcal | Carbohydrates: 47g | Protein: 0.5g | Fat: 0.1g | Saturated Fat: 0.01g | Polyunsaturated Fat: 0.01g | Monounsaturated Fat: 0.01g | Sodium: 4mg | Potassium: 123mg | Fiber: 0.2g | Sugar: 44g | Vitamin A: 50IU | Vitamin C: 39.6mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3605,Paper Plane,"The Paper Plane may seem like a long-standing classic cocktail, but it was actually invented in 2008 by bartender Sam Ross. This modern variation on the Last Word combines equal parts bourbon, Amaro Nonino, Aperol, and lemon juice to create a beautifully balanced drink with bitter, sour, and herbal notes.Inspired by the popular song ""Paper Plane"" by M.I.A., Ross created the cocktail for the opening menu of The Violet Hour in Chicago. It quickly gained popularity and found its way to New York City, where it was served at Milk & Honey and gained a loyal following.When making the Paper Plane, Ross suggests using a slightly higher-proof bourbon to add body to the drink. It's important not to overshave the cocktail to maintain its coldness without diluting it too much. With equal parts of each ingredient, it's an easy cocktail to make at home.The Paper Plane showcases the flavors and balance of the ingredients. It's a great introduction to whiskey for those new to the spirit, as the bourbon presence is not overpowering. Despite its relatively recent creation, the Paper Plane has made a significant impact in the cocktail world and is likely to remain a beloved drink for years to come.","Fill a shaker with ice.Add the bourbon, Aperol, Amaro Nonino, and lemon juice to the shaker.Shake the ingredients vigorously until the shaker is well-chilled.Strain the mixture into a coupe glass.Optionally, you can garnish the cocktail with a lemon twist or a small paper plane for a playful touch.", | 3/4 ounce: bourbon | 3/4 ounce: Aperol | 3/4 ounce: bitter liqueur | 3/4 ounce: lemon juice,Calories: 204kcal | Carbohydrates: 11g | Protein: 0.1g | Fat: 0.1g | Saturated Fat: 0.01g | Sodium: 1mg | Potassium: 23mg | Fiber: 0.1g | Sugar: 3g | Vitamin A: 1IU | Vitamin C: 8mg | Calcium: 1mg | Iron: 0.03mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3606,Pornstar Martini (Variation),"The Humble Bartender featured this unique Pornstar Martini recipe on YouTube, which includes the addition of pineapple juice. This ingredient slightly tones down the vanilla flavor and adds a luxurious texture to the drink. Give it a try for a twist on the classic Pornstar Martini.",Combine all ingredients into your cocktail shakerShake with iceDouble strain into a coupe glassGarnish with half a passionfruit floatedServe with a sidecar of Champagne, | 30 ml: Vanilla Vodka | 30 ml: Passionfruit Liqueur | 22.5 ml: Passionfruit Syrup | 45 ml: Pineapple Juice | 15 ml: Lemon Juice | 45 ml: Champagne -:serve on the side,Calories: 156kcal | Carbohydrates: 17g | Protein: 1g | Fat: 0.3g | Saturated Fat: 0.02g | Polyunsaturated Fat: 0.1g | Monounsaturated Fat: 0.03g | Sodium: 13mg | Potassium: 276mg | Fiber: 3g | Sugar: 12g | Vitamin A: 504IU | Vitamin C: 26mg | Calcium: 15mg | Iron: 1mg,https://www.youtube.com/embed/UyTf3wPeWSY?feature=oembed
3607,Pineapple Upside Down Cake,"The Pineapple Upside Down Cake cocktail is a sweet and fruity drink that is inspired by the classic dessert of the same name. Made with vodka, pineapple juice, and grenadine syrup, this cocktail has a tropical flavor profile that is balanced by the slightly tart taste of the grenadine. The drink is typically served over ice in a tall glass and garnished with a slice of pineapple and a cherry, adding a pop of color and flavor to the drink. The Pineapple Upside Down Cake cocktail is a delicious and easy-to-make choice for anyone who loves tropical flavors and sweet cocktails.","Fill a tall glass with ice.In a shaker, combine the vodka, pineapple juice, and grenadine syrup. Shake well to combine.Strain the mixture into the glass with ice.Garnish the drink with a slice of pineapple and a cherry, if desired.Serve the cocktail chilled and enjoy!", | 2 oz: Vodka | 1 oz: Pineapple Juice | 1 oz: Grenadine Syrup,Calories: 222kcal | Carbohydrates: 23g | Protein: 0.1g | Fat: 0.03g | Polyunsaturated Fat: 0.01g | Sodium: 9mg | Potassium: 45mg | Fiber: 0.1g | Sugar: 16g | Vitamin A: 1IU | Vitamin C: 3mg | Calcium: 5mg | Iron: 0.1mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3608,Penicillin,"Nothing cures the weary winter drinker like a Penicillin, made with blended Scotch, smoky Islay Scotch, lemon juice, and honey ginger simple syrup. ",Put ginger slices and honey syrup in the base of a shaker and gently muddle.Combine other ingredients (except Islay Scotch) and shake with ice.Double-strain into an ice-filled rocks glass.Float the Islay Scotch over the top of the drink by pouring it over a bar spoon for even distribution.Garnish with candied ginger on a cocktail pick., | 2 ounces: Scotch Whiskey | ¾ ounce: Lemon Juice | ¾ ounce: Honey Simple syrup | 4: Ginger,Calories: 169kcal | Carbohydrates: 7g | Protein: 1g | Fat: 1g | Saturated Fat: 1g | Sodium: 4mg | Potassium: 139mg | Fiber: 1g | Sugar: 1g | Vitamin A: 1IU | Vitamin C: 10mg | Calcium: 6mg | Iron: 1mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3609,Paloma,"The Paloma is a refreshing and delicious cocktail that rivals the Margarita in its popularity and iconic status among tequila drinks. As the national drink of Mexico, the Paloma boasts an authentic pedigree that adds to its appeal.What sets the Paloma apart is its simplicity. With just three ingredients—tequila, lime juice, and grapefruit soda—it's hard to go wrong. Unlike Margaritas, which can vary greatly in quality and balance, Palomas offer a foolproof recipe that hits all the right notes. When you're in the mood for a refreshing and well-rounded cocktail that can be prepared in no time, the Paloma's highball construction makes it a surefire winner.Although Palomas are effortless to make, they deliver a surprisingly complex flavor profile. Traditionally, blanco tequila is used, but lightly aged reposado tequila also works wonderfully. It's advisable to reserve the añejo expression for sipping, as its rich oak influence can overpower the clean and invigorating taste of a Paloma.In Mexico, Jarritos is the go-to grapefruit soda for its widespread availability, lively carbonation, and the delightful sweetness derived from sugar cane. If Jarritos isn't readily accessible, other suitable options include Squirt, Ting, or Fresca. Whichever grapefruit soda you choose, it's worth considering whether to rim the glass with salt or add a pinch of salt directly into the drink. While not essential, this step adds a savory element that beautifully complements the earthy tequila and tangy grapefruit. For an extra kick, experiment with spiced salts like Tajín.The beauty of the Paloma lies in its simplicity. You don't need any special bar tools to make it. Just grab a highball glass, add ice, pour in the tequila, lime juice, and grapefruit soda, give it a quick stir, and voilà! You're ready to savor the refreshing flavors of Mexico's national cocktail. Whether you're celebrating a special occasion or simply seeking a delightful libation, the Paloma is a fantastic choice that can be enjoyed any day of the year.",Combine ingredients in a highball.Add ice.Garnish with a grapefruit wheel and enjoy., | 2 oz: Tequila | 1 oz: Lime Juice | 1 Pinch: Salt |: Grapefruit Soda,Calories: 151kcal | Carbohydrates: 6g | Protein: 1g | Fat: 1g | Sodium: 40mg | Potassium: 80mg | Fiber: 1g | Sugar: 4g | Vitamin A: 16IU | Vitamin C: 16mg | Calcium: 6mg | Iron: 1mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3610,Pina Colada,"Literally translated as ""strained pineapple,"" the name of this cocktail already tells you a bit about the Piña Colada’s primary ingredients: rum, coconut milk or cream, and pineapple juice. We may never know who created the Piña Colada, or where, but it has become a world favourite and the pride of Puerto Rico.The Piña Colada is a classic tropical cocktail that is perfect for sipping on a hot day. With its sweet and tangy flavors, it's no wonder why it's a popular drink all over the world. So gather your ingredients, whip up a batch, and enjoy the tropical vibes!","Combine all ingredients in shaker.Add ice to fill.Shake vigorously, until shaker is frosted over.Fill hurricane glass with crushed ice.Strain cocktail into glass.Garnish with pineapple leaf and enjoy.", | 2 oz:(60 ml) White Rum | 2 oz:(60 ml) Coconut Rum | 2 oz:(60 ml) Pineapple Juice,Calories: 292kcal | Carbohydrates: 7g | Protein: 1g | Fat: 1g | Sodium: 2mg | Potassium: 76mg | Fiber: 1g | Sugar: 6g | Vitamin A: 3IU | Vitamin C: 6mg | Calcium: 7mg | Iron: 1mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3611,Amaretto Stone Sour 3,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",In a shaker tin with ice. add sour mix. tequila. and amaretto. Shake well. Strain into highball glass. Add a splash of orange juice. Garnish with an orange slice and a cherry. and serve., | 2 oz: Sours | 2 oz: Almond Liqueur | 2 oz: Tequila | 1 Splash(s): Orange Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3612,Porn Star Martini,"The Pornstar Martini is a fruity and tropical cocktail that is said to have originated in the late 1990s at a London bar called Sophisticats. The exact origin of the drink is unclear, but it has become a popular cocktail worldwide. It is made with vodka, passion fruit juice, vanilla liqueur, and a splash of Champagne. The drink is often garnished with a passion fruit half or a slice of pineapple, and its name ""Pornstar Martini"" is thought to have come from the idea that the drink is so delicious and indulgent that it feels like a treat worthy of a porn star.",Add all ingredients except sparkling wine into a shaker with ice and shake vigorously until well-chilled.Strain into a chilled coupe glass.Garnish with a passion fruit half.Serve with a sparkling wine sidecar (on the side)., | 1.5 oz: Vanilla Vodka | .5 oz: Passion-Fruit Liqueur | 1 oz: Passion-Fruit Puree | .5 oz: Lime Juice | .5 oz: Sugar Syrup - Vanilla | 2 oz: Sparkling Wine | .5: Passion Fruit - Garnish,Calories: 244kcal | Carbohydrates: 31g | Protein: 2g | Fat: 1g | Saturated Fat: 1g | Sodium: 34mg | Potassium: 362mg | Fiber: 7g | Sugar: 21g | Vitamin A: 1010IU | Vitamin C: 30mg | Calcium: 18mg | Iron: 2mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3613,Peppermint Patty,Peppermint Patty Christmas Cocktail,"In a cocktail shaker with ice pour in your Schnapps, Creme De Cacao and creamShake and strain into your cocktail or shot glass.", | 1 oz:(30 ml) Peppermint Schnapps | 1 oz:(30 ml) Creme De Cacao | 2 oz:(60 ml) Cream | 1 dash:(1 dash) Chocolate Sauce,Calories: 402kcal | Carbohydrates: 28g | Protein: 1g | Fat: 21g | Saturated Fat: 13g | Cholesterol: 78mg | Sodium: 25mg | Potassium: 45mg | Fiber: 1g | Sugar: 20g | Vitamin A: 834IU | Vitamin C: 1mg | Calcium: 37mg | Iron: 1mg,https://www.youtube.com/embed/l-ceDwOZX7w?feature=oembed
3614,Peachtree Square,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake ingredients in a cocktail shaker with ice. Strain into a cocktail glass., | .5 oz: Vodka | .5 oz: Peach Schnapps | .5:oz: White Creme De Cacao | .5 oz: Cream,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3615,Peterborough Parallax,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour all the ingredients into a cocktail shaker and shake for about 20 seconds. Pour over a very-crushed amount of ice in a glass of your own choice., | 3 oz: Peach Schnapps | 2 oz: Orange Liqueur | 1 Dash(s): Vodka,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3616,Peach Blow Fizz,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake all ingredients (except carbonated water) with ice and strain into a highball glass over ice cubes. Fill with carbonated water. stir. and serve., | 2 oz: Gin | 1 oz: Light Cream | .5 Juice of: Lemon | .5 tsp: Superfine Sugar | 1/4/2006: Peach(s) |: Soda Water,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3618,Poinsettia,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Mix the champagne and cranberry juice. then float the Grand Marnier on top., | 1 tbsp: Orange Liqueur | 1 Part(s): Cranberry Juice | 1 Part(s): Champagne,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3621,Applejack Sour,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour the brandy. lemon juice and sugar into a cocktail shaker half-filled with ice cubes. Shake well. and strain into a highball glass. Top with soda water. garnish with a lemon wedge. and serve., | 2 oz: Apple Brandy | 1 oz: Lemon Juice | 1 tsp: Sugar | 1 Splash(s): Soda Water,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3626,Pink Squirrel,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour ingredients into an ice-filled mixing glass. and shake or stir. Strain into a cocktail glass., | 1 oz: Creme De Almond | 1 oz: White Creme De Cacao | 1 tbsp: Light Cream,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3627,Purple Haze 4,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Mix Vodka and orange juice togeher in an old-fashioned glass. Add blackberry schnapps. ice cubes. and serve., | 2 oz: Vodka | 3/4 Glass(s): Orange Juice |: Blackberry Schnapps,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3628,Purple Wet Dream,Purple Wet Dream,Pour all ingredients into glass over ice., | 1.5 oz: Vodka | .5 oz: Grape Schnapps | 4 - 5:oz: Lemonade,Calories: 264kcal | Carbohydrates: 36g | Sodium: 17mg | Sugar: 33g,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3629,Peachy Blue,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour the Schnapps - Peach Schnapps and blue curacao into a mixing glass half-filled with cracked ice. Stir well. strain into a cocktail glass. and serve., | 1 1/3 oz: Peach Schnapps | 2/3 oz: Blue Curacao Liqueur,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3630,Peachy Dream,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Line the top of a hurricane glass with sugar. Fill cup with ice and add Schnapps - Peach Schnapps and 7-up. Add a dash of Syrup - Grenadine syrup. Garnish with a sword and cherry. and serve., | 1 oz: Peach Schnapps | 6 - 8 oz: Lemonade | 1 Dash(s): Grenadine Syrup,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3631,Pineappleless Juice - PineJuice - Apple Juice,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour southern comfort to the first line of a 16 oz. solo brand plastic cup. Add bacardi 151 rum. 7-up. orange juice. and coca-cola. Swirl briefly around in the cup and serve., | 4.5 oz: Peach Liqueur | 1 Splash(s): OP Rum | 3 oz: Lemonade | 4 oz: Orange Juice | 4 oz: Cola,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3632,Apricot Brandy Sour,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour apricot brandy. Add lemon juice. Fill in with orange juice and add ice cubes. Shake. Optional: Add 1/2 oz triple sec. or 1 teaspoon grenadine., | 1 oz: Apricot Brandy | 1 oz: Lemon Juice |: Orange Juice |: Ice Cubes,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3633,Pino Frio,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour white rum. two heaped tablespoons of pineapple chunks. and sugar into an old-fashioned glass. Blend until smooth. add three-quarters of a glassful of crushed ice and blend again briefly., | 1.5 oz: White Rum | 2 tbsp: Pineapple(s) | 1 tsp: Caster Sugar,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3634,Pink Tutu,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake and strain into a cocktail glass. Garnish with cherry., | 2 oz: Vanilla Vodka | 1 oz: Irish Cream | 1 Splash(s): Grenadine Syrup,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3635,Purple Farmer,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Fill a 12. or 16 oz. glass with ice fill and pour the liquors. Fill the remainder of glass with equal parts sour and 7-Up. stir and serve., | .5 oz: Vodka | .5 oz: Blue Curacao Liqueur | .5:oz: Raspberry Liqueur | 5-6 oz: Lemonade | 5-6 oz: Sours,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3636,Pirate Float,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Add all ingredients. in order. into a highball glass. Stir if desired., | 1 Part(s): Spiced Rum | 1 Part(s): Root Beer Schnapps | 1 Part(s): Vanilla Vodka | 1 Part(s): Cream,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3637,Peachy Colada,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour the Rum - Spiced Rum. Schnapps - Peach Schnapps. coconut cream and Juice - PineJuice - Apple Juice into a blender with two cups of crushed ice. Blend until slushy. pour into a hurricane glass. and serve., | .5 oz: Spiced Rum | 1/4 oz: Peach Schnapps | .5:oz: Coconut Cream | 4 oz: Apple Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3638,Passion Chi-Chi,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Mix all ingredients together in a mixer. and pour into an ice-filled glass. Good for warm days., | 1 oz: Vodka | 1.5 oz: Passion Fruit Juice | 1 oz: Coconut Milk | 2 tbsp: Sugar,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3639,Passion,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Blend the frozen grape juice and ice together in a blender. Add the rum and blend until smooth. Add whipped cream to desired smoothness. Pour into a hurricane glass and serve., | 6 - 12 oz: Coconut Rum | 1 Cups(s): Crushed Ice |: Whipped Cream | .5 oz: Grape Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3640,Pumpkin Spice,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Mix all ingredients into a pitcher. Chill and serve as shots., | 12 oz: Bitter Beer | 4 oz: Cinnamon Schnapps | 12 oz: Raspberry Liqueur | 5 oz: Spiced Rum | 6 oz: Vodka | 5 oz: Red Wine,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3641,Phoenix,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Add a few ice cubes to an old-fashioned glass. and add the tequila. orange juice. blue curacao and grenadine. Stir with a straw. Garnish with a small red. blue or orange feather on top of drink if available., | 1.5 oz: Gold Tequila | 1.5 oz: Blue Curacao Liqueur | 1 oz: Grenadine Syrup | 4 - 5 oz: Orange Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3642,Poor Man`s Martini,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour the Vodka into a small styrofome cup and fill the rest with coke!, | 3 oz: Vodka |: Cola,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3643,Alexandra,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Mix in a shaker. add some ice and shake very well., | 1 Part(s): Coffee Liqueur | 1 Part(s): Cream | 1 Part(s): Rum | 1 Part(s): Creme De Cacao,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3644,Purple Cactus,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake and strain into an old-fashioned glass three-quarters filled with broken ice. Garnish with a maraschino cherry., | 1.5 oz: Gold Tequila | .5 oz: Sherry | 1.5 oz: Passion Fruit Juice | 1 tsp: Grenadine Syrup,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3645,Pink Monsoon,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Fill a highball glass with ice. Pour in a shot of Vodka and a splash of cranberry juice. Fill the highball with Fresca and stir. Refreshing drink on a warm summer day., | 1 oz: Vodka | 1 Splash(s): Cranberry Juice | 5 oz: Lemon-Lime Soda,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3646,Princess Morgan,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour the rum. creme de banane and orange juice over ice in a glass. Stir. Add the soda and stir gently. Serve., | 3/4 oz: Spiced Rum | 1/4 oz: Creme De Bananes | 2.5 oz: Orange Juice | 2 oz: Club Soda,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3647,Player`s Passion,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour pre-chilled ingredients in order into a champagne saucer. Stir. and serve., | 2 oz: Brandy | 2 oz: Passion-Fruit Liqueur | 4 oz: Champagne,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3648,Phuck Suck,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour rum into a highball glass filled with ice cubes. Add lime juice and fill with cranberry juice to taste. Add splash of grenadine. and serve., | 2 oz: White Rum | .5 oz: Lime Juice | 3- 4 oz: Cranberry Juice | 1 Splash(s): Grenadine Syrup,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3649,Planter`s Punch (Americanised),"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake and strain all ingredients (except soda) into an ice-filled pina colada glass. Add the soda. Garnish with fruit and a mint sprig. Sprinkle with nutmeg. and serve with straws., | 1 2/3 oz: Dark Rum | 1 oz: White Rum | .5:oz: Creme De Bananes | 1 oz: Lime Juice | 1 oz: Apple Juice | 2 oz: Orange Juice | .5 oz: Grenadine Syrup | 1 Dash(s): Bitters | 2 oz: Soda Water,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3650,Pisang Garuda,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Add pisang ambon and rum to a margarita glass with ice cubes. Fill with bitter lemon. Garnish with an orange slice. and serve with two straws., | 2 cl: Banana Liqueur | 4 cl: White Rum |: Lemon Soda,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3651,Peach Fuzz,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Woops... We couldn't retrieve the exact recipe... It's trial & error time! Just a little more fun before enjoying a nice drink!, | 6 oz: Lemonade | 6 oz: Vodka | 2: Peach(s),There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3652,Pink Thing 2,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Stir together in a glass and serve., | 1 oz: Cinnamon Schnapps | 2 oz: Lemonade,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3653,Pink Flamingo 2,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Add crushed ice. vanilla schnapps. and grenadine to a hurricane glass. Add a few splashes of orange juice and fill with cream. Garnish with two maraschino cherries., | 3 oz: Vanilla Schnapps | 3 Splash(s): Grenadine Syrup |: Orange Juice |: Cream,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3654,Authentic Pina Colada,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour rum. cream of coconut and Juice - PineJuice - Apple Juice into a blender with one cup of crushed ice. Blend until smooth. and pour into a collins glass. Garnish with a slice of pineapple and a maraschino cherry. and serve., | 1 1/2 oz: White Rum | 2 oz: Coconut Cream | 2 oz: Pineapple Juice | 1 Cup(s): Crushed Ice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
3655,Pink Flamingo 3,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Combine lemonade. sprite. grenadine. simple syrup. and ice in a blender (should end up looking like a pink slush). Pour into a pina-colada glass. Add the rums and serve., | 1 1/4 oz: Coconut Rum | 1 1/4 oz: Pineapple Rum | .5:oz: Lemonade | 6 oz: Lemonade | .5 oz: Grenadine Syrup | .5 oz: Sugar Syrup,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
