Name,Description,Recipe,Ingredients,Nutrition Facts,Video Link
Virgin Strawberry Daiquiri,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Fill a blender with crushed ice. Add all ingredients.Blend and pour into a cocktail glass.Garnish with lime and a strawberry., | 4 oz: Lime Juice | 2 oz: Sugar Syrup | 1 oz: Water | 6: Strawberries | 1 slice: Lime,Calories: 138kcal | Carbohydrates: 37g | Protein: 1g | Fat: 0.4g | Saturated Fat: 0.02g | Polyunsaturated Fat: 0.2g | Monounsaturated Fat: 0.1g | Sodium: 6mg | Potassium: 291mg | Fiber: 2g | Sugar: 26g | Vitamin C: 128.7mg | Calcium: 10mg | Iron: 0.4mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Vodka Cranberry Cocktail,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Fill a chilled highball glass with ice cubes. Add all ingredients.Garnish with lime., | 1 oz: Vodka | 2 oz: Cranberry Juice | 1 wedge: Lime,Calories: 96kcal | Carbohydrates: 8g | Fat: 0.1g | Saturated Fat: 0.01g | Polyunsaturated Fat: 0.04g | Monounsaturated Fat: 0.01g | Sodium: 2mg | Potassium: 7mg | Sugar: 7g | Vitamin C: 33.8mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
A Night In Old Mandalay,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",In a shaker half-filled with ice cubes. combine the light rum. anejo rum. orange juice. and lemon juice. Shake well. Strain into a highball glass almost filled with ice cubes. Top with the Ginger ale. Garnish with the lemon twist., | 1 oz: White Rum | 1 oz: Aged Rum | 1 oz: Orange Juice | .5 oz: Lemon Juice | 3 oz: Ginger Ale | 1 Twist(s): Lemon,Calories: 180kcal | Carbohydrates: 13g | Protein: 0.3g | Fat: 0.1g | Saturated Fat: 0.01g | Polyunsaturated Fat: 0.02g | Monounsaturated Fat: 0.01g | Sodium: 6mg | Potassium: 86mg | Fiber: 0.3g | Sugar: 11g | Vitamin A: 50IU | Vitamin C: 33.8mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Volcano Cocktail,"The Volcano is one spectacular-tasting champagne cocktail. It blends the flavour of raspberry liqueur and the orange taste of Curacao with champagne for a pure alcohol treat. There's no reason to waste expensive champagne on this cocktail, since the liqueurs will drown out the more subtle notes anyway.
You might also like to check out some of these Champagne cocktails",Pour the liqueurs into a champagne flute.Fill it the rest of the way with very chilled champagne.Garnish with a twist of orange peel and a couple of raspberries., | .5 oz: Raspberry Liqueur | .75 oz: Blue Curacao Liqueur |: Champagne,Calories: 181kcal | Carbohydrates: 13g | Protein: 0.1g | Sodium: 3mg | Potassium: 88mg | Sugar: 10g | Iron: 0.5mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Viniq Cosmo Cocktail,A shimmery twist on a classic drink that matches your good looks and sophistication.,"Pour vodka, lime, and triple sec into a shaker, shake with ice. Strain into a martini glasslay lime wheel on topand pour Viniq over lime and enjoy.", | 2 oz: Viniq Ruby | 1.5 oz: Vodka | .75 oz: Lime Juice | .75 oz: Triple Sec | 1: Lime Wheel,Calories: 444kcal | Carbohydrates: 39g | Protein: 0.3g | Fat: 0.1g | Saturated Fat: 0.01g | Polyunsaturated Fat: 0.02g | Monounsaturated Fat: 0.01g | Sodium: 1mg | Potassium: 53mg | Fiber: 1g | Sugar: 9g | Vitamin A: 20IU | Vitamin C: 19.8mg | Calcium: 10mg | Iron: 0.2mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
VNQ Cocktail,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!","Pour all into a highball glass, add ice, berries and enjoy.", | 2:oz: Viniq Ruby | 2 oz: Club Soda | 1 dash: Lime Juice,Calories: 259kcal | Carbohydrates: 26g | Protein: 0.04g | Fat: 0.01g | Saturated Fat: 0.001g | Polyunsaturated Fat: 0.002g | Monounsaturated Fat: 0.001g | Sodium: 16mg | Potassium: 12mg | Fiber: 0.03g | Sugar: 0.2g | Vitamin C: 4.1mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Viniq Vixen,Sunny weekends call for this fresh cocktail in hand. Shimmer as you unwind on the patio and flaunt the glam life.,"Muddle the lemons and mint together at the bottom of a tall glassAdd Viniq and soda water, stir thoroughlyHarnish with mint sprig and serve.", | 3 oz: Viniq Original | 2 wedges: Lemon | 10-15: Mint Leaves | 1 oz: Soda Water,Calories: 393kcal | Carbohydrates: 41g | Protein: 0.3g | Fat: 0.1g | Saturated Fat: 0.01g | Polyunsaturated Fat: 0.03g | Monounsaturated Fat: 0.004g | Sodium: 6mg | Potassium: 49mg | Fiber: 1g | Sugar: 1g | Vitamin C: 21.5mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Vodka Slime Cocktail,The Vodka Slime Cocktail got its name from Sprite & Lime making Slime. Its a great refreshing cocktail.,In a glass filled with ice and Vodka and Lemonade.Then top with Lime juice., | 1 oz: Vodka | 4 oz: Lemonade | 1:oz: Lime Juice,Calories: 122kcal | Carbohydrates: 15g | Protein: 0.1g | Fat: 0.02g | Saturated Fat: 0.002g | Polyunsaturated Fat: 0.01g | Monounsaturated Fat: 0.002g | Sodium: 23mg | Potassium: 35mg | Fiber: 0.1g | Sugar: 13g | Vitamin C: 11.6mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Vodka Redbull - Vodka and Redbull,"As the name suggests, Red Bull and Vodka, or Vodka Red Bull. It's a very popular drink in the club scene, because it give you energy to dance the night away as well as consume alcohol.
It has been said that mixing Red Bull with alcohol can be dangerous, since you are mixing a stimulant with a depressant. However, the claim has never been substantiated.
If you like this you might also like the Jager Bomb Shot, made with Jagermeister and Redbull.",Add 2 oz of Vodka to a highball glass filled with ice.Top with Red Bull energy Soda., | 2 oz: Vodka | 1 can: Energy Soda - (Red Bull),Calories: 246kcal | Carbohydrates: 27g | Protein: 1g | Fat: 0.2g | Sodium: 208mg | Potassium: 8mg | Sugar: 25g,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Venom Cocktail,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!","Combine the ingredients in a Cocktail Shaker WITHOUT ICEShake until sugar and cocoa powder dissolveAdd ice to the shaker, Shake until well chilled", | 2.5 oz: Gin | 1 tbsp: Cocoa Powder | 2 tbsp: Sugar - or Sugar Syrup,Calories: 293kcal | Carbohydrates: 38g | Protein: 3g | Fat: 2g | Saturated Fat: 1g | Polyunsaturated Fat: 0.1g | Monounsaturated Fat: 1g | Sodium: 3mg | Potassium: 225mg | Fiber: 5g | Sugar: 30g | Calcium: 30mg | Iron: 2mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Vodka Jello Shots,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!","Add Jello mix to Hot water, Stir until combinedAdd Vodka and mix.Pour in to your shot glasses or a larger container and put in the fridge to set for 2-4 hours.", | 1 Packet: Jello | 1 Cup: Hot Water | 1 Cup: Vodka,Calories: 29kcal | Carbohydrates: 0.5g | Protein: 0.001g | Saturated Fat: 5.0E-5g | Polyunsaturated Fat: 5.0E-5g | Sodium: 1mg | Potassium: 0.4mg | Fiber: 0.01g | Sugar: 0.4g,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Whiskey Sour,"Whiskey Sour, a classic cocktail dating back to the late 1800s, is a perfect balance of sweet and sour with a whiskey base. The iconic cocktail has stood the test of time and remains a popular choice at bars and parties to this day.  A whiskey sour offers a tangy and slightly sweet taste with a hint of whiskey. The sourness comes from the lemon juice, while the sweetness comes from simple syrup.Whether you're a fan of whiskey or just looking for a refreshing and tasty drink, the whiskey sour is a great option. With its balance of sweet and sour and its rich history, it's a classic cocktail that's sure to impress. So, why not give it a try and see for yourself why it's so popular?",Shake blended whiskey. juice of lemon. and powdered sugar with ice and strain into a whiskey sour glass. Decorate with the half-slice of lemon. top with the cherry. and serve., | 2 oz: Blended Whiskey | 1/2: Lemon Juice | 1/2 tsp: Superfine Sugar | 1: Cherry | 1/2 Slice(s): Lemon,Calories: 158kcal | Carbohydrates: 4g | Protein: 0.1g | Fat: 0.1g | Saturated Fat: 0.01g | Sodium: 0.2mg | Potassium: 35mg | Fiber: 0.2g | Sugar: 3g | Vitamin A: 6IU | Vitamin C: 7mg | Calcium: 2mg | Iron: 0.1mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
White Lady,"This cocktail originating in the 1920s was reimagined with a dash of egg whites by Peter Dorelli, former manager of The American Bar in London. Its base is gin, mixed with fresh lemon juice and either Cointreau or Combier.","Add egg white, gin, Cointreau, lemon juice, sugar syrup, and ice to a cocktail shaker.Shake to combine, and strain into a glass.Garnish with a lemon twist", | .5 oz:(15 ml) Egg White | 1.5 oz:(45 ml) Gin | .5 oz:(15 ml) Triple Sec | .5 oz:(15 ml) Sugar Syrup | 1 oz:(30 ml) Lemon Juice,Calories: 194kcal | Carbohydrates: 17g | Protein: 2g | Fat: 1g | Saturated Fat: 1g | Sodium: 34mg | Potassium: 66mg | Fiber: 1g | Sugar: 16g | Vitamin A: 2IU | Vitamin C: 11mg | Calcium: 5mg | Iron: 1mg,https://www.youtube.com/embed/wTPYOPK4zoU?feature=oembed
A Pimp Named Slickback,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Combine all ingredients in a goblet with a sugared rim. Hold up to light and swirl contemplatively., | 1 oz: Triple Sec | .5 oz: White Rum | 1 oz: Lime Juice | 1 Splash(s): Almond Liqueur,Calories: 693kcal | Carbohydrates: 99g | Protein: 0.1g | Fat: 0.02g | Saturated Fat: 0.002g | Polyunsaturated Fat: 0.01g | Monounsaturated Fat: 0.002g | Sodium: 1mg | Potassium: 35mg | Fiber: 0.1g | Sugar: 26g | Vitamin C: 12.4mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
White Russian,"Combining vodka, Kahlúa and cream and serving it on the rocks create a delicious alternative to adult milkshakes.The White Russian came about in the ’60s when someone added a bit of cream to the Black Russian.The White Russian is a decadent and easy-to-make cocktail that is perfect for a 25-year-old looking to indulge in a delicious and creamy drink. Created in the '60s by adding cream to the Black Russian, this cocktail gained popularity thanks to ""The Big Lebowski"" movie, where the character, the Dude, became synonymous with sipping it. To make a great White Russian at home, opt for a quality vodka and rich heavy cream. Avoid using milk, as it will result in a thinner consistency. Embrace the decadence and enjoy this iconic drink. Cheers!",Add the vodka and Coffee Liqueur to an Old Fashioned glass with ice.Top with the heavy cream and stir., | 2 oz: Vodka | 1 oz: Coffee Liqueur | 1 splash: Cream,Calories: 232kcal | Carbohydrates: 13g | Protein: 1g | Fat: 1g | Saturated Fat: 1g | Cholesterol: 1mg | Sodium: 3mg | Sugar: 13g,https://www.youtube.com/embed/EvcYOMI03qE?feature=oembed
Wet Pussy Cocktail,"The Wet pussy Cocktail recipe is made with a combination of Raspberry Liqueur Irish Cream, Cream, Milk and served in a Tumbler. It is a sweet, creamy cocktail that I’m sure you will love. If this isn’t the wet pussy cocktail you are thinking of, you might like the Wet Pussy Shot instead.","Pour the Raspberry Liqueur or Chambord, Irish Cream, and milk or cream into a shaker with ice.Shake, strain and pour into a your glass.", | 1 oz:(28.35 ml) Raspberry Liqueur | 1 oz:(28.35 ml) Irish Cream | 6 oz:(170.1 ml) Cream - or | 6 oz:(170.1 ml) Milk,Calories: 871kcal | Carbohydrates: 29g | Protein: 10g | Fat: 72g | Saturated Fat: 45g | Cholesterol: 250mg | Sodium: 140mg | Potassium: 352mg | Sugar: 24g | Vitamin A: 2775IU | Vitamin C: 1mg | Calcium: 303mg,https://www.youtube.com/embed/tLEB1jusGtc?feature=oembed
Wild Bill`s Lemonade,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour ingredients into a large ice-filled rocks glass. Stir well. garnish with two slices of lemon. and serve., | 1 oz: Vodka | .5 oz: Triple Sec | 2 tbsp: Sugar |: Sours | 1 Splash(s): Lemonade,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
White Man,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour Gentleman Jack whiskey into a whiskey sour glass. Add 3 ice cubes. top with Vanilla Coke. and serve., | 2 oz: Bourbon Whiskey |: Vanilla Cola,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
White Romanian,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour Stoli Vodka. kahlua and banana liqueur into a highball glass or cup with ice. Top off with milk. followed by two slices of thinly cut bananas. Stir and serve., | 3 oz: Vodka | 1.5 oz: Coffee Liqueur | 1 oz: Banana Liqueur | 3 oz: Milk | 2 Slice(s): Bannana(s),There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Wild White Slippery Mudslide,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour hershey`s chocolate syrup around the inside lip of a rocks glass. Fill with ice. add ingredients. and serve., | 1.5 oz: Irish Cream | .5 oz: Coffee Liqueur | 1/4 oz: Butterscotch Schnapps |: Cream,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
White Elephant,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Combine ingredients in a blender. and mix until smooth and thick. Serve with a straw. and a garnish of shredded coconut., | 1 Cups(s): Coconut | 1 Cups(s): Coconut Milk | 4 tbsp: Sugar | 6 oz: White Rum | 2 oz: White Creme De Cacao | 1 Cup(s): Crushed Ice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Whiskey Sling,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour whiskey. lemon juice. sugar and water into a cocktail shaker half-filled with ice cubes. Shake well. and strain into a highball glass. Garnish with a twist of lemon. and serve., | 2 oz: Blended Whiskey | 1 oz: Lemon Juice | 1 tsp: Superfine Sugar | 2 tsp: Water,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
White Out,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Build over crushed ice in an old-fashioned glass., | 2 Part(s): Mint Schnapps | 1 Part(s): Orange Liqueur | 1 Part(s): Brandy,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
A Popular Guy,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Combine ingredients in an old-fashioned glass., | 1 oz: Banana Liqueur | 2 oz: Apple Juice,Calories: 133kcal | Carbohydrates: 20g | Protein: 0.1g | Fat: 0.1g | Saturated Fat: 0.03g | Polyunsaturated Fat: 0.1g | Monounsaturated Fat: 0.01g | Sodium: 4mg | Potassium: 75mg | Sugar: 19g | Vitamin C: 9.1mg | Iron: 0.4mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Wild Cherry,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour into an ice-filled highball glass. Garnish with a cherry and a sprig of mint. and serve., | 1.5 oz: Bourbon Whiskey | .5 oz: Cherry Brandy | 1/4 oz: White Creme De Cacao | 4 oz: Cherry Soda,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Wild Irish Rose,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Serve in an old-fashioned glass three-quarters filled with broken ice., | 2 oz: Irish Whiskey | 3/4 oz: Lemon Juice | .5:oz: Grenadine Syrup | 2 oz: Soda Water,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Whiting Sunset,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour Vodka. tequila and orange juice into a cocktail glass. Finally. add a dash of grenadine., | 2 oz: Vodka | 1 oz: Tequila | 6 oz: Orange Juice | 1 Dash(s): Grenadine Syrup,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
White Trash,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour ingredients over ice. Garnish with a lime wedge. Ingredients can be varied to taste., | 1 oz: Vodka |: Ginger Ale | 1: Lime,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Whiskey to Go,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour whiskey. gin. lemon juice and sugar into a cocktail shaker half-filled with ice cubes. Shake. strain into an old-fashioned glass almost filled with ice cubes. and serve., | 1.5 oz: Blended Whiskey | .5 oz: Gin | .5:oz: Lemon Juice | .5 tsp: Superfine Sugar,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Wicked Tasty Treat,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Dip the rim of a cocktail glass in amaretto and then into powdered sugar. Shake all alcohol and cream with ice and strain into the rimmed cocktail glass. Garnish with a cinnamon stick and whipped cream (optional), | 1 oz: Cinnamon Vodka | 1 oz: Almond Liqueur | 1 oz: Coffee Liqueur | 1 oz: Irish Cream | 1 oz: Cream,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Whiskey Smash,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Muddle the lemon. mint. water and simply syrup in the bottom of a mixing glass. Add bourbon. shake. and strain into an old-fashioned glass filled with crushed ice. Garnish with a sprig of mint. and serve., | 2 Piece(s): Lemon | 38751: Mint Leaves | 3/4 oz: Sugar Syrup | 1.5 oz: Bourbon Whiskey | 1 oz: Water,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Whiskey Rickey,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour blended whiskey and juice of lime into a highball glass over ice cubes. Fill with carbonated water and stir. Drop the wedge of lime in glass and serve., | 1.5 oz: Blended Whiskey | .5 Juice of: Lime |: Soda Water | 1: Lime,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
A Roa,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Add all ingredients to a cocktail shaker. shake 3 - 4 times and strain over ice in a cocktail glass., | .75 oz: Vodka | .75 oz: Melon Liqueur | 1 - 2 oz: Cranberry Juice,Calories: 124kcal | Carbohydrates: 12g | Fat: 0.03g | Saturated Fat: 0.003g | Polyunsaturated Fat: 0.02g | Monounsaturated Fat: 0.01g | Sodium: 1mg | Potassium: 4mg | Sugar: 12g | Vitamin C: 17.3mg,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
White Ape,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Make hot chocolate. add bailey`s and ground cinnamon. Float whipped cream on top., | 1 oz: Hot Chocolate | 1.5 oz: Irish Cream | 1 Pinch(s): Cinnamon Sugar | 1.5 oz: Whipped Cream,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Widow Woods` Nightcap,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",In a shaker half-filled with ice cubes. combine all of the ingredients. Shake well. Strain into a cocktail glass., | 2 oz: Scotch Whiskey | .5 oz: Dark Creme De Cacao | 4 oz: Milk,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
White Lizard,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Add all ingredients to a shaker 3/4 filled with ice. Strain into a highball glass.5 filled with ice. and serve., | 3 oz: Silver Tequila | 6 oz: Grapefruit Juice | 1 oz: Lime Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
White Christmas,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake. strain into a cocktail glass. and sprinkle with grated chocolate., | 1 oz: Creme De Bananes | 1 oz: White Creme De Cacao | 1 oz: Scotch Whiskey | 1 oz: Double Cream,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Whiskey Orange The Jesperian Way,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Mix together in a whiskey sour glass., | 3 Part(s): Scotch Whiskey | 1 Part(s): Orange Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Widow Maker,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Fill an old-fashioned glass half full with ice. Add first three ingredients into the glass and sway lightly to mix them together. Add the 2 drops of grenadine for the red hour glass on the bottom of the widow maker spider., | .5 oz: Vodka | .5 oz: Herbal Liqueur | .5:oz: Coffee Liqueur | 2 Drop(s): Grenadine Syrup,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
White Russian 2,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Serve over ice cubes in an old-fashioned glass., | 1 Jigger(s): Vodka | 1 oz: White Creme De Cacao | 1 oz: Cream,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,https://www.youtube.com/embed/n5kYpdPSQrI?feature=oembed
White Heart,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake all ingredients with ice. strain into a cocktail glass. and serve., | .5 oz: Sambuca | .5 oz: White Creme De Cacao | 2 oz: Cream,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Winter Breeze,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour liquors into a beer mug. and fill with milk. Stir. and serve., | 1 oz: Creme De Cacao | 1 oz: Vanilla Schnapps |: Milk,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Wahoo,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour 151 proof rum and amaretto over ice in an old-fashioned glass. Top off with Juice - PineJuice - Apple Juice (to taste). and serve., | 1 oz: OP Rum | 1 oz: Almond Liqueur |: Apple Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
A Short Trip To Hell,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake Red Bull. peach. strawberry. and wild berry schnapps in a cocktail shaker with ice. Strain into glass. Then put Jagermeister into shot glass. Drop in the shot and drink., | 1 oz: Herbal Liqueur | 2 oz: Peach Schnapps | 2 oz: Strawberry Schnapps | 2 oz: Wildberry Schnapps | 8 oz: Energy Soda,Calories: 641kcal | Carbohydrates: 79g | Protein: 0.02g | Fat: 0.1g | Saturated Fat: 0.02g | Polyunsaturated Fat: 0.04g | Monounsaturated Fat: 0.01g | Sodium: 97mg | Potassium: 4mg | Sugar: 78g,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Whiskey Sour Old Fashioned,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Mix whiskey. bitters. and cherry juice in a ice-filled cocktail glass. and fill the remainder of the glass with sour mix. Garnish with olives or mushrooms and use a stir stick to mix., | 1 1/2 oz: Whiskey | 5 oz: Sours | 1 tbsp: Cherry Juice | 2 Splash(s): Bitters,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Wet Kiss,Wet Kiss,Layer the ingredients in the order listed into a shot glass. It is also good over ice in a highball glass., | 1 Part(s): Almond Liqueur | 1 Part(s): Sours | 1 Part(s): Watermelon Schnapps,Calories: 6kcal | Carbohydrates: 1g | Sodium: 1mg | Sugar: 1g,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Walk Me Down (Sweet Jesus),"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake ingredients (except Sprite) together in a cocktail shaker half-filled with ice cubes. Add Sprite and stir. Strain into a hurricane glass over ice. and serve., | .5 oz: Vodka | .5 oz: Triple Sec | .5:oz: Rum | .5 oz: Gin | .5 oz: Tequila | 1: Sours | .5 oz: Blue Curacao Liqueur | 4-6 oz: Lemonade,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Windex,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Combine and mix Vodka. blue UV. and lemon lime-soda in a highball glass., | 1 oz: Vodka | 2 oz: Blue Raspberry Vodka | 6 oz: Lemon-Lime Soda,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Windjammer,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Stir first three ingredients together and pour over ice in an old-fashioned glass. Top with a maraschino cherry., | 1 oz: Almond Liqueur | 2 oz: Apple Juice | 2 oz: Orange Juice |: Ice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Washington Apple Cocktail,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour DeKuyper sour apple pucker and Crown Royal canadian whisky into a highball glass filled with ice. Add cranberry juice. more to taste if desired. and serve., | 2 oz: Canadian Whisky | 2 oz: Sour Apple Schnapps | 2 oz: Cranberry Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Wassail 2,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Simmer the nonalcoholic ingredients together for 1-2 hours. then add the wine and rum about 10 minutes before serving (hot)., | 1 Gallon(s): Apple Soda | 8: Cinnamon Sugar | 1: Lemon | 1: Orange(s) | 1 tbsp: Cloves | 1 tbsp: Allspice | 1 gal: White Wine | 2 Cup(s): Rum,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Watermelon Pucker F*cker,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Mix in a hurricane glass., | 1 oz: Watermelon Schnapps | 1 squirt: Grenadine Syrup | 1 oz: Coconut Rum | fill with: Apple Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
